,index,Spend evening with siblings,Spend evening with relatives,Spend evening with neighbor,Spend evening with parents,Spend evening with friends,Spend evening at bar,General happiness,siblings,relatives,neighbor,parents,friends,social_score
18633,18633,Sev times a year,Sev times a year,Once a month,Sev times a year,Sev times a year,Never,Very happy,4,4,3,4,4,19
18634,18634,Once a year,Sev times a year,Never,No such people,Never,Never,Very happy,2,4,1,0,1,8
18635,18635,Sev times a week,Almost daily,Sev times a year,Almost daily,Once a month,Never,Pretty happy,6,7,4,7,3,27
18636,18636,Once a month,Once a month,Sev times a year,Once a month,Once a month,Sev times a year,Pretty happy,3,3,4,3,3,16
18637,18637,Once a year,Once a month,Sev times a week,Once a month,Sev times a year,Sev times a mnth,Pretty happy,2,3,6,3,4,18
18638,18638,Once a month,Sev times a mnth,Almost daily,Sev times a mnth,Sev times a week,Never,Very happy,3,5,7,5,6,26
18639,18639,Sev times a week,Sev times a week,Once a year,Sev times a week,Once a month,Sev times a year,Pretty happy,6,6,2,6,3,23
18640,18640,Sev times a year,Once a month,Almost daily,Once a year,Sev times a mnth,Almost daily,Not too happy,4,3,7,2,5,21
18641,18641,Never,Sev times a year,Almost daily,Sev times a year,Sev times a year,Almost daily,Pretty happy,1,4,7,4,4,20
18642,18642,Never,Sev times a week,Sev times a week,No such people,Once a month,Never,Pretty happy,1,6,6,0,3,16
18643,18643,Never,Never,Once a month,No such people,Never,Never,Pretty happy,1,1,3,0,1,6
18644,18644,Once a year,Once a month,Sev times a year,Sev times a year,Once a year,Once a month,Pretty happy,2,3,4,4,2,15
18645,18645,Sev times a mnth,Sev times a mnth,Sev times a mnth,Once a year,Sev times a week,Once a year,Pretty happy,5,5,5,2,6,23
18646,18646,Almost daily,Sev times a year,Sev times a week,No such people,Sev times a mnth,Never,Very happy,7,4,6,0,5,22
18647,18647,Sev times a week,Sev times a mnth,Never,Once a year,Sev times a week,Sev times a year,Pretty happy,6,5,1,2,6,20
18648,18648,Sev times a year,Sev times a year,Never,No such people,Sev times a year,Never,Very happy,4,4,1,0,4,13
18649,18649,Sev times a mnth,Sev times a week,Sev times a mnth,Almost daily,Sev times a mnth,Sev times a mnth,Pretty happy,5,6,5,7,5,28
18650,18650,Once a month,Once a year,Once a month,Once a month,Once a month,Never,Very happy,3,2,3,3,3,14
18651,18651,Never,Sev times a week,Never,No such people,Never,Never,Very happy,1,6,1,0,1,9
18652,18652,Sev times a week,Sev times a week,Once a month,Sev times a week,Sev times a week,Sev times a week,Pretty happy,6,6,3,6,6,27
18653,18653,Sev times a week,Sev times a week,Almost daily,Almost daily,Once a month,Sev times a year,Pretty happy,6,6,7,7,3,29
18654,18654,Once a month,Sev times a week,Sev times a week,Sev times a week,Sev times a mnth,Never,Not too happy,3,6,6,6,5,26
18655,18655,Sev times a year,Sev times a week,Sev times a week,Never,Sev times a week,Sev times a year,Not too happy,4,6,6,1,6,23
18656,18656,Sev times a week,Sev times a week,Never,Sev times a week,Sev times a year,Sev times a year,Pretty happy,6,6,1,6,4,23
18657,18657,Almost daily,Almost daily,Once a year,Almost daily,Sev times a mnth,Once a year,Pretty happy,7,7,2,7,5,28
18658,18658,Once a month,Sev times a week,Once a month,Sev times a week,Never,Never,Pretty happy,3,6,3,6,1,19
18659,18659,Once a year,Once a year,Once a month,No such people,Sev times a week,Never,Pretty happy,2,2,3,0,6,13
18660,18660,Never,Sev times a week,Never,No such people,Once a month,Never,Not too happy,1,6,1,0,3,11
18661,18661,Sev times a year,Sev times a year,Sev times a mnth,Sev times a year,Sev times a year,Once a month,Very happy,4,4,5,4,4,21
18662,18662,Once a month,Sev times a mnth,Never,No such people,Once a month,Never,Very happy,3,5,1,0,3,12
18663,18663,Sev times a year,Sev times a year,Sev times a year,Sev times a year,Sev times a year,Once a year,Very happy,4,4,4,4,4,20
18664,18664,Never,Once a year,Once a year,Never,Sev times a year,Sev times a year,Not too happy,1,2,2,1,4,10
18665,18665,Once a year,Sev times a mnth,Never,Once a year,Once a month,Never,Very happy,2,5,1,2,3,13
18666,18666,Never,Never,Never,No such people,Never,Never,Not too happy,1,1,1,0,1,4
18667,18667,Once a month,Once a month,Once a month,Once a month,Sev times a week,Never,Not too happy,3,3,3,3,6,18
18668,18668,Once a year,Sev times a mnth,Never,Once a year,Once a month,Never,Pretty happy,2,5,1,2,3,13
18669,18669,Never,Sev times a week,Once a year,Sev times a week,Sev times a week,Sev times a mnth,Pretty happy,1,6,2,6,6,21
18670,18670,Sev times a year,Sev times a mnth,Never,Almost daily,Sev times a mnth,Never,Pretty happy,4,5,1,7,5,22
18671,18671,Sev times a week,Sev times a week,Sev times a week,Sev times a week,Sev times a week,Sev times a week,Pretty happy,6,6,6,6,6,30
18672,18672,Once a year,Once a month,Sev times a mnth,Once a year,Sev times a mnth,Sev times a mnth,Pretty happy,2,3,5,2,5,17
18673,18673,Sev times a mnth,Sev times a week,Never,Almost daily,Once a month,Never,Pretty happy,5,6,1,7,3,22
18674,18674,Sev times a year,Sev times a mnth,Never,Once a year,Sev times a year,Never,Pretty happy,4,5,1,2,4,16
18675,18675,Sev times a year,Once a month,Never,Sev times a year,Sev times a mnth,Once a month,Pretty happy,4,3,1,4,5,17
18677,18677,Never,Sev times a year,Never,Never,Sev times a year,Never,Pretty happy,1,4,1,1,4,11
18678,18678,Sev times a mnth,Never,Never,Never,Sev times a year,Never,Pretty happy,5,1,1,1,4,12
18679,18679,Sev times a year,Never,Sev times a week,No such people,Sev times a week,Never,Pretty happy,4,1,6,0,6,17
18680,18680,Almost daily,Once a year,Never,No such people,Never,Never,Very happy,7,2,1,0,1,11
18681,18681,No such people,Sev times a year,Sev times a year,No such people,Sev times a mnth,Sev times a year,Not too happy,0,4,4,0,5,13
18682,18682,Once a month,Sev times a mnth,Never,No such people,Never,Never,Very happy,3,5,1,0,1,10
18683,18683,Sev times a week,Sev times a week,Never,Never,Once a month,Never,Pretty happy,6,6,1,1,3,17
18684,18684,Almost daily,Sev times a week,Sev times a week,Sev times a week,Sev times a week,Sev times a mnth,Not too happy,7,6,6,6,6,31
18685,18685,Never,Sev times a mnth,Sev times a year,Never,Once a month,Once a year,Pretty happy,1,5,4,1,3,14
18686,18686,Sev times a year,Sev times a year,Sev times a year,Once a year,Sev times a year,Never,Very happy,4,4,4,2,4,18
18687,18687,Almost daily,Almost daily,Once a month,Almost daily,Sev times a week,Once a month,Very happy,7,7,3,7,6,30
18688,18688,Sev times a week,Sev times a week,Sev times a week,Once a year,Sev times a week,Once a year,Pretty happy,6,6,6,2,6,26
18689,18689,Sev times a year,Once a year,Sev times a year,Never,Sev times a year,Once a year,Very happy,4,2,4,1,4,15
18690,18690,Sev times a year,Sev times a year,Never,Sev times a year,Sev times a year,Never,Very happy,4,4,1,4,4,17
18691,18691,Sev times a mnth,Sev times a year,Never,Once a year,Sev times a mnth,Once a month,Pretty happy,5,4,1,2,5,17
18692,18692,Once a month,Sev times a year,Once a month,Once a month,Sev times a mnth,Sev times a mnth,Pretty happy,3,4,3,3,5,18
18693,18693,No such people,Sev times a year,Never,No such people,Never,Almost daily,Pretty happy,0,4,1,0,1,6
18694,18694,Sev times a week,Once a month,Never,Never,Once a year,Never,Very happy,6,3,1,1,2,13
18695,18695,Sev times a year,Sev times a year,Never,Once a month,Sev times a year,Never,Pretty happy,4,4,1,3,4,16
18696,18696,Once a year,Almost daily,Sev times a week,Once a year,Sev times a year,Never,Pretty happy,2,7,6,2,4,21
18697,18697,No such people,Never,Sev times a mnth,Never,Almost daily,Sev times a week,Pretty happy,0,1,5,1,7,14
18698,18698,No such people,Never,Sev times a year,Never,Sev times a mnth,Never,Very happy,0,1,4,1,5,11
18699,18699,Sev times a year,Once a year,Never,Once a year,Never,Never,Not too happy,4,2,1,2,1,10
18700,18700,Never,Sev times a year,Once a month,No such people,Sev times a week,Never,Pretty happy,1,4,3,0,6,14
18701,18701,No such people,Never,Never,No such people,Never,Never,Not too happy,0,1,1,0,1,3
18702,18702,Once a month,Once a month,Sev times a week,No such people,Once a month,Never,Not too happy,3,3,6,0,3,15
18703,18703,Sev times a year,Sev times a year,Never,Sev times a year,Once a month,Once a year,Pretty happy,4,4,1,4,3,16
18704,18704,Sev times a mnth,Once a month,Once a month,Once a month,Once a month,Once a month,Pretty happy,5,3,3,3,3,17
18705,18705,No such people,Sev times a week,Sev times a mnth,Sev times a year,Sev times a mnth,Once a year,Pretty happy,0,6,5,4,5,20
18706,18706,Once a year,Once a year,Once a month,Once a year,Once a month,Sev times a year,Very happy,2,2,3,2,3,12
18707,18707,Sev times a mnth,Sev times a mnth,Sev times a mnth,Sev times a year,Once a month,Once a year,Pretty happy,5,5,5,4,3,22
18708,18708,Sev times a year,Once a month,Sev times a mnth,Sev times a year,Sev times a year,Sev times a year,Pretty happy,4,3,5,4,4,20
18709,18709,Sev times a year,Sev times a year,Sev times a year,Never,Sev times a year,Sev times a year,Pretty happy,4,4,4,1,4,17
18710,18710,Once a month,Once a month,Sev times a week,Sev times a week,Once a month,Sev times a year,Pretty happy,3,3,6,6,3,21
18711,18711,Once a year,Sev times a week,Sev times a week,Never,Sev times a week,Once a month,Very happy,2,6,6,1,6,21
18713,18713,Sev times a mnth,Sev times a mnth,Once a month,Sev times a mnth,Sev times a week,Never,Pretty happy,5,5,3,5,6,24
18714,18714,Once a month,Once a month,Sev times a year,Once a month,Sev times a year,Once a year,Very happy,3,3,4,3,4,17
18715,18715,Sev times a week,Once a month,Almost daily,Almost daily,Sev times a week,Never,Very happy,6,3,7,7,6,29
18716,18716,Sev times a week,Sev times a week,Once a month,Sev times a week,Sev times a week,Once a year,Very happy,6,6,3,6,6,27
18717,18717,Sev times a mnth,Sev times a year,Once a year,Sev times a week,Sev times a week,Sev times a year,Pretty happy,5,4,2,6,6,23
18718,18718,Once a year,Sev times a year,Sev times a mnth,Sev times a week,Once a month,Never,Very happy,2,4,5,6,3,20
18719,18719,Sev times a mnth,Once a month,Sev times a year,Sev times a mnth,Once a month,Once a year,Very happy,5,3,4,5,3,20
18720,18720,Sev times a week,Sev times a year,Sev times a year,Sev times a week,Sev times a mnth,Sev times a year,Very happy,6,4,4,6,5,25
18721,18721,Sev times a year,Sev times a mnth,Sev times a week,Once a month,Sev times a week,Once a month,Pretty happy,4,5,6,3,6,24
18722,18722,Sev times a week,Never,Sev times a year,Once a month,Sev times a week,Sev times a week,Pretty happy,6,1,4,3,6,20
18723,18723,Once a month,Sev times a mnth,Sev times a mnth,Sev times a mnth,Sev times a mnth,Sev times a year,Very happy,3,5,5,5,5,23
18724,18724,No such people,Sev times a week,Once a month,Almost daily,Sev times a year,Never,Pretty happy,0,6,3,7,4,20
18725,18725,Sev times a year,Sev times a mnth,Never,No such people,Never,Never,Not too happy,4,5,1,0,1,11
18726,18726,Once a year,Sev times a week,Sev times a week,Once a year,Once a month,Sev times a week,Pretty happy,2,6,6,2,3,19
18727,18727,Sev times a year,Once a month,Once a month,Sev times a year,Once a month,Sev times a year,Pretty happy,4,3,3,4,3,17
18728,18728,Once a year,Once a year,Sev times a mnth,No such people,Sev times a year,Sev times a year,Not too happy,2,2,5,0,4,13
18729,18729,Sev times a week,Sev times a week,Sev times a mnth,No such people,Once a month,Never,Very happy,6,6,5,0,3,20
18730,18730,Never,Almost daily,Once a month,Almost daily,Sev times a week,Sev times a mnth,,1,7,3,7,6,24
18731,18731,Sev times a mnth,Sev times a mnth,Sev times a mnth,No such people,Sev times a mnth,Never,Very happy,5,5,5,0,5,20
18732,18732,Sev times a week,Sev times a week,Never,No such people,Once a month,Once a month,Pretty happy,6,6,1,0,3,16
18733,18733,Once a month,Sev times a week,Once a month,Sev times a week,Sev times a year,Never,Very happy,3,6,3,6,4,22
18734,18734,Sev times a mnth,Sev times a week,Sev times a week,No such people,Sev times a year,Once a month,Pretty happy,5,6,6,0,4,21
18735,18735,Sev times a year,Once a month,Sev times a year,Sev times a year,Sev times a year,Once a month,Not too happy,4,3,4,4,4,19
18736,18736,Once a month,Once a month,Never,No such people,Sev times a mnth,Never,Very happy,3,3,1,0,5,12
18737,18737,Sev times a week,Once a year,Sev times a week,Sev times a week,Almost daily,Sev times a year,Pretty happy,6,2,6,6,7,27
18738,18738,No such people,Sev times a year,Never,No such people,Sev times a year,Never,Pretty happy,0,4,1,0,4,9
18739,18739,Once a month,Sev times a week,Sev times a mnth,No such people,Once a month,Never,Very happy,3,6,5,0,3,17
18740,18740,No such people,Sev times a mnth,Sev times a year,Sev times a mnth,Sev times a mnth,Once a year,Pretty happy,0,5,4,5,5,19
18741,18741,No such people,Once a year,Sev times a week,No such people,Sev times a week,Once a year,Pretty happy,0,2,6,0,6,14
18742,18742,Sev times a year,Sev times a year,Once a year,Sev times a year,Sev times a mnth,Once a year,Pretty happy,4,4,2,4,5,19
18743,18743,Sev times a year,Sev times a year,Never,No such people,Never,Never,Pretty happy,4,4,1,0,1,10
18744,18744,No such people,Sev times a week,Once a year,Almost daily,Once a month,Never,Pretty happy,0,6,2,7,3,18
18745,18745,Never,Sev times a mnth,Sev times a year,No such people,Sev times a year,Never,Pretty happy,1,5,4,0,4,14
18746,18746,Sev times a year,Sev times a year,Sev times a year,Once a month,Once a month,Never,Very happy,4,4,4,3,3,18
18747,18747,Almost daily,Once a month,Once a month,Sev times a mnth,Sev times a mnth,Never,Pretty happy,7,3,3,5,5,23
18748,18748,Once a month,Sev times a week,Sev times a mnth,Sev times a mnth,Sev times a year,Sev times a year,Very happy,3,6,5,5,4,23
18749,18749,Never,Sev times a mnth,Never,No such people,Once a year,Never,Very happy,1,5,1,0,2,9
18750,18750,No such people,Sev times a mnth,Sev times a year,Sev times a mnth,Once a month,Sev times a year,Not too happy,0,5,4,5,3,17
18751,18751,Once a month,Sev times a week,Sev times a year,Sev times a week,Once a month,Never,Pretty happy,3,6,4,6,3,22
18752,18752,Sev times a week,Almost daily,Sev times a week,Sev times a week,Once a month,Sev times a week,Pretty happy,6,7,6,6,3,28
18753,18753,Once a month,Sev times a week,Once a year,Never,Sev times a week,Never,Pretty happy,3,6,2,1,6,18
18754,18754,Sev times a year,Sev times a mnth,Never,No such people,Once a month,Never,Very happy,4,5,1,0,3,13
18755,18755,No such people,Sev times a mnth,Sev times a mnth,No such people,Once a month,Sev times a year,Very happy,0,5,5,0,3,13
18756,18756,Once a month,Sev times a week,Sev times a year,Once a month,Sev times a year,Sev times a year,Pretty happy,3,6,4,3,4,20
18757,18757,Sev times a mnth,Once a month,Sev times a mnth,Sev times a mnth,Sev times a week,Sev times a year,Pretty happy,5,3,5,5,6,24
18758,18758,Sev times a week,Sev times a week,Never,Sev times a week,Sev times a year,Never,Not too happy,6,6,1,6,4,23
18759,18759,Almost daily,Almost daily,Sev times a week,Almost daily,Sev times a mnth,Once a month,Pretty happy,7,7,6,7,5,32
18760,18760,Almost daily,Almost daily,Never,Sev times a year,Sev times a week,Never,Very happy,7,7,1,4,6,25
18761,18761,Once a year,Once a month,Sev times a year,No such people,Once a month,Never,Pretty happy,2,3,4,0,3,12
18762,18762,Sev times a mnth,Almost daily,Once a year,Sev times a year,Once a year,Once a month,Pretty happy,5,7,2,4,2,20
18763,18763,Once a year,Once a year,Never,No such people,Sev times a mnth,Never,Pretty happy,2,2,1,0,5,10
18764,18764,Sev times a year,Sev times a year,Never,Sev times a mnth,Sev times a mnth,Sev times a year,Pretty happy,4,4,1,5,5,19
18765,18765,Sev times a week,Sev times a mnth,Never,Sev times a week,Never,Once a month,Pretty happy,6,5,1,6,1,19
18766,18766,Sev times a mnth,Almost daily,Once a year,Almost daily,Sev times a week,Once a year,Not too happy,5,7,2,7,6,27
18767,18767,Sev times a year,Sev times a mnth,Never,No such people,Sev times a mnth,Never,Very happy,4,5,1,0,5,15
18768,18768,No such people,Sev times a mnth,Never,No such people,Sev times a year,Never,Not too happy,0,5,1,0,4,10
18769,18769,Sev times a mnth,Once a year,Never,Never,Once a year,Once a month,Pretty happy,5,2,1,1,2,11
18770,18770,Sev times a year,Sev times a mnth,Once a year,Sev times a mnth,Sev times a mnth,Sev times a year,Pretty happy,4,5,2,5,5,21
18771,18771,Once a year,Sev times a year,Sev times a year,Never,Sev times a year,Never,Pretty happy,2,4,4,1,4,15
18772,18772,Sev times a week,Sev times a week,Sev times a week,No such people,Sev times a week,Never,Very happy,6,6,6,0,6,24
18773,18773,Never,Sev times a year,Never,No such people,Never,Never,Very happy,1,4,1,0,1,7
18774,18774,Sev times a year,Sev times a year,Once a month,Almost daily,Once a month,Sev times a mnth,Very happy,4,4,3,7,3,21
18775,18775,Sev times a year,Sev times a year,Never,No such people,Sev times a mnth,Never,Very happy,4,4,1,0,5,14
18776,18776,Sev times a mnth,Sev times a mnth,Never,Sev times a week,Once a month,Once a month,Pretty happy,5,5,1,6,3,20
18777,18777,No such people,Sev times a week,Sev times a year,Once a month,Once a month,Sev times a year,Pretty happy,0,6,4,3,3,16
18778,18778,Once a year,Sev times a week,Sev times a week,No such people,Once a month,Never,Pretty happy,2,6,6,0,3,17
18779,18779,Once a year,Sev times a year,Once a month,No such people,Sev times a mnth,Sev times a year,Not too happy,2,4,3,0,5,14
